Calculation1,School,City,County/State/Country,App GPA,Adm GPA,Enrl GPA
HINSDALE SOUTH HIGH SCHOOL141428,HINSDALE SOUTH HIGH SCHOOL,Darien,Illinois,3.76,,
HOCKADAY SCHOOL441750,HOCKADAY SCHOOL,Dallas,Texas,3.98,3.92,
HOFFMAN ESTATES HIGH SCHOOL142301,HOFFMAN ESTATES HIGH SCHOOL,Hoffman Estates,Illinois,3.96,,
HOLDERNESS SCHOOL300515,HOLDERNESS SCHOOL,Plymouth,New Hampshire,3.76,,
HOLLY SPRINGS HIGH SCHOOL341902,HOLLY SPRINGS HIGH SCHOOL,Holly Springs,North Carolina,3.89,,
HOLMDEL HIGH SCHOOL310566,HOLMDEL HIGH SCHOOL,Holmdel,New Jersey,3.83,,
HOLTON ARMS SCHOOL210255,HOLTON ARMS SCHOOL,Bethesda,Maryland,3.75,3.73,
HOLY CROSS HIGH SCHOOL070838,HOLY CROSS HIGH SCHOOL,Waterbury,Connecticut,3.34,,
HOLY INNOCENTS EPISCOPAL SCH110177,HOLY INNOCENTS EPISCOPAL SCH,Atlanta,Georgia,4,,
HOLY NAME CENTRAL CATHOLIC HS222500,HOLY NAME CENTRAL CATHOLIC HS,Worcester,Massachusetts,3.62,,
HOLY NAMES ACADEMY481100,HOLY NAMES ACADEMY,Seattle,Washington,3.99,4.01,
HOLY TRINITY EPISCOPAL ACADEMY101003,HOLY TRINITY EPISCOPAL ACADEMY,Melbourne,Florida,4,4,
HOLY TRINITY HIGH SCHOOL332363,HOLY TRINITY HIGH SCHOOL,Hicksville,New York,3.51,3.59,
HOMESTEAD HIGH SCHOOL151103,HOMESTEAD HIGH SCHOOL,Fort Wayne,Indiana,4.06,,
HOMESTEAD HIGH SCHOOL502269,HOMESTEAD HIGH SCHOOL,Mequon,Wisconsin,4.15,4.24,
HOMEWOOD-FLOSSMOOR CMTY HS142307,HOMEWOOD-FLOSSMOOR CMTY HS,Flossmoor,Illinois,3.97,,
HOOD RIVER VALLEY HIGH SCHOOL380480,HOOD RIVER VALLEY HIGH SCHOOL,Hood River,Oregon,3.9,,
HOOSAC SCHOOL332440,HOOSAC SCHOOL,Hoosick,New York,3.54,3.54,
HOPEWELL VALLEY CENTRAL HS311165,HOPEWELL VALLEY CENTRAL HS,Pennington,New Jersey,3.83,3.8,
HOPKINS HIGH SCHOOL241153,HOPKINS HIGH SCHOOL,Minnetonka,Minnesota,4.14,,
HOPKINS SCHOOL070490,HOPKINS SCHOOL,New Haven,Connecticut,3.86,3.95,
HOPKINTON HIGH SCHOOL221060,HOPKINTON HIGH SCHOOL,Hopkinton,Massachusetts,3.96,4.01,
HORACE GREELEY HIGH SCHOOL331315,HORACE GREELEY HIGH SCHOOL,Chappaqua,New York,3.97,,
HORACE MANN SCHOOL333700,HORACE MANN SCHOOL,Bronx,New York,3.85,3.96,3.95
HORIZON HIGH SCHOOL030401,HORIZON HIGH SCHOOL,Scottsdale,Arizona,3.82,4.07,
HOTCHKISS SCHOOL THE070335,HOTCHKISS SCHOOL THE,Lakeville,Connecticut,4.04,4.09,4.02
HOWARD HIGH SCHOOL210510,HOWARD HIGH SCHOOL,Ellicott City,Maryland,3.78,,
HOWELL HIGH SCHOOL310375,HOWELL HIGH SCHOOL,Farmingdale,New Jersey,3.85,,
HUDSON HIGH SCHOOL362650,HUDSON HIGH SCHOOL,Hudson,Ohio,4.13,,
HUME-FOGG ACADEMIC HIGH SCHOOL431690,HUME-FOGG ACADEMIC HIGH SCHOOL,Nashville,Tennessee,4.24,4.22,
HUN SCHOOL OF PRINCETON311260,HUN SCHOOL OF PRINCETON,Princeton,New Jersey,3.88,3.85,
HUNTER COLLEGE HIGH SCHOOL333705,HUNTER COLLEGE HIGH SCHOOL,New York,New York,3.97,3.96,3.98
HUNTERDON CENTRAL REGIONAL HS310380,HUNTERDON CENTRAL REGIONAL HS,Flemington,New Jersey,4.07,4.04,
HURON HIGH SCHOOL230086,HURON HIGH SCHOOL,Ann Arbor,Michigan,3.95,4,
ILLINOIS MATH & SCIENCE ACAD140177,ILLINOIS MATH & SCIENCE ACAD,Aurora,Illinois,3.82,3.86,
ILLINOIS990292,ILLINOIS,n/a,Illinois,3.7,3.93,
IMG ACADEMY100179,IMG ACADEMY,Bradenton,Florida,3.42,3.66,
IMMACULATA LASALLE HIGH SCHOOL101061,IMMACULATA LASALLE HIGH SCHOOL,Miami,Florida,3.76,,
IMMACULATE HEART ACADEMY311072,IMMACULATE HEART ACADEMY,Twp Washingtn,New Jersey,3.99,,
INCARNATE WORD HIGH SCHOOL446155,INCARNATE WORD HIGH SCHOOL,San Antonio,Texas,3.72,,
INDEPENDENCE HIGH SCHOOL442626,INDEPENDENCE HIGH SCHOOL,Frisco,Texas,4.03,4.17,
INDIAN HILL HIGH SCHOOL361020,INDIAN HILL HIGH SCHOOL,Cincinnati,Ohio,4.11,,
INDIAN SPRINGS SCHOOL011440,INDIAN SPRINGS SCHOOL,Indian Springs,Alabama,4.08,4.08,
INDIANA AC SCI/MATH/HUMANITIES152474,INDIANA AC SCI/MATH/HUMANITIES,Muncie,Indiana,3.97,4.12,
INGLEMOOR HIGH SCHOOL480101,INGLEMOOR HIGH SCHOOL,Kenmore,Washington,4.16,4.15,
INGRAHAM HIGH SCHOOL481112,INGRAHAM HIGH SCHOOL,Seattle,Washington,4.16,4.18,4.29
INTERLAKE HIGH SCHOOL480069,INTERLAKE HIGH SCHOOL,Bellevue,Washington,4.05,4.09,4.06
INTERLOCHEN ARTS ACADEMY232086,INTERLOCHEN ARTS ACADEMY,Interlochen,Michigan,3.75,3.73,
INTERNATIONAL ACADEMY MACOMB230648,INTERNATIONAL ACADEMY MACOMB,Clinton Township,Michigan,3.6,,
INTERNATIONAL ACADEMY230347,INTERNATIONAL ACADEMY,Bloomfield Hills,Michigan,4.04,4.02,
INTERNATIONAL COMMUNITY SCHOOL480552,INTERNATIONAL COMMUNITY SCHOOL,Kirkland,Washington,4.09,4.19,
INTERNATIONAL SCH OF BEAVERTON380049,INTERNATIONAL SCH OF BEAVERTON,Aloha,Oregon,4.12,4.11,
INTERNATIONAL SCHOOL AMERICAS446144,INTERNATIONAL SCHOOL AMERICAS,San Antonio,Texas,4.26,4.26,
INTERNATIONAL SCHOOL MINNESOTA240697,INTERNATIONAL SCHOOL MINNESOTA,Eden Prairie,Minnesota,3.85,3.89,
INTERNATIONAL SCHOOL480068,INTERNATIONAL SCHOOL,Bellevue,Washington,4.07,4.05,
IOLANI SCHOOL120040,IOLANI SCHOOL,Honolulu,Hawaii,3.8,3.85,3.98
IRONDALE SENIOR HIGH SCHOOL242263,IRONDALE SENIOR HIGH SCHOOL,New Brighton,Minnesota,3.89,,
IRVINGTON HIGH SCHOOL332520,IRVINGTON HIGH SCHOOL,Irvington,New York,4.15,,
ISIDORE NEWMAN SCHOOL192045,ISIDORE NEWMAN SCHOOL,New Orleans,Louisiana,3.87,3.86,
ISSAQUAH HIGH SCHOOL480500,ISSAQUAH HIGH SCHOOL,Issaquah,Washington,3.98,4.04,4.05
ITHACA HIGH SCHOOL332535,ITHACA HIGH SCHOOL,Ithaca,New York,4.19,,
J B ALEXANDER HIGH SCHOOL444042,J B ALEXANDER HIGH SCHOOL,Laredo,Texas,4.03,4.03,
J K MULLEN HIGH SCHOOL060600,J K MULLEN HIGH SCHOOL,Denver,Colorado,3.9,4.06,
J R MASTERMAN LAB/DEMO SCH393356,J R MASTERMAN LAB/DEMO SCH,Philadelphia,Pennsylvania,4.02,,
JACKSON HOLE HIGH SCHOOL510210,JACKSON HOLE HIGH SCHOOL,Jackson,Wyoming,4.02,4.1,
JAMES B CASTLE HIGH SCHOOL120155,JAMES B CASTLE HIGH SCHOOL,Kaneohe,Hawaii,3.73,3.88,
JAMES B CONANT HIGH SCHOOL143343,JAMES B CONANT HIGH SCHOOL,Hoffman Estates,Illinois,4.14,4.2,
JAMES BOWIE HIGH SCHOOL440331,JAMES BOWIE HIGH SCHOOL,Austin,Texas,3.91,3.88,
JAMES CAMPBELL HIGH SCHOOL120003,JAMES CAMPBELL HIGH SCHOOL,Ewa Beach,Hawaii,3.93,3.96,
JAMES CLEMENS HIGH SCHOOL011701,JAMES CLEMENS HIGH SCHOOL,Madison,Alabama,4.14,4.26,
JAMES E TAYLOR HIGH SCHOOL443736,JAMES E TAYLOR HIGH SCHOOL,Katy,Texas,3.86,3.84,
JAMES HUBERT BLAKE HIGH SCHOOL210959,JAMES HUBERT BLAKE HIGH SCHOOL,Silver Spring,Maryland,4.08,,
JAMES MADISON HIGH SCHOOL472278,JAMES MADISON HIGH SCHOOL,Vienna,Virginia,3.98,3.93,
JAMES MADISON MEMORIAL HS501157,JAMES MADISON MEMORIAL HS,Madison,Wisconsin,4.09,4.08,
JAMES W ROBINSON JR SEC SCHOOL470789,JAMES W ROBINSON JR SEC SCHOOL,Fairfax,Virginia,4.1,4.12,
JEFFERSON HIGH SCHOOL380895,JEFFERSON HIGH SCHOOL,Portland,Oregon,3.97,,
JENKS HIGH SCHOOL371905,JENKS HIGH SCHOOL,Jenks,Oklahoma,3.9,,
JERICHO SENIOR HIGH SCHOOL332628,JERICHO SENIOR HIGH SCHOOL,Jericho,New York,4.08,4.08,4.06
JERSEY VILLAGE HIGH SCHOOL443381,JERSEY VILLAGE HIGH SCHOOL,Houston,Texas,4.14,,
JESUIT HIGH SCHOOL380897,JESUIT HIGH SCHOOL,Portland,Oregon,3.97,4.01,4
JJ PEARCE HIGH SCHOOL445839,JJ PEARCE HIGH SCHOOL,Richardson,Texas,4,,
JOEL E FERRIS HIGH SCHOOL481258,JOEL E FERRIS HIGH SCHOOL,Spokane,Washington,4.04,4,
JOHN A FERGUSON SENIOR HS101846,JOHN A FERGUSON SENIOR HS,Miami,Florida,3.93,4.09,
JOHN BAPST MEMORIAL HS200055,JOHN BAPST MEMORIAL HS,Bangor,Maine,3.96,3.96,4.07
JOHN BURROUGHS SCHOOL260650,JOHN BURROUGHS SCHOOL,Saint Louis,Missouri,3.89,3.97,
JOHN CARROLL SCHOOL210233,JOHN CARROLL SCHOOL,Bel Air,Maryland,3.58,3.73,
JOHN CHAMPE HIGH SCHOOL470021,JOHN CHAMPE HIGH SCHOOL,Aldie,Virginia,4,4.04,
JOHN COOPER SCHOOL446991,JOHN COOPER SCHOOL,The Woodlands,Texas,3.9,,
JOHN F KENNEDY CATHOLIC HS332650,JOHN F KENNEDY CATHOLIC HS,Somers,New York,3.67,,
JOHN F KENNEDY CATHOLIC HS481116,JOHN F KENNEDY CATHOLIC HS,Burien,Washington,3.53,3.62,3.54
JOHN F KENNEDY HIGH SCHOOL330383,JOHN F KENNEDY HIGH SCHOOL,Bellmore,New York,4.12,,
JOHN JAY HIGH SCHOOL332458,JOHN JAY HIGH SCHOOL,Hopewell Junctn,New York,4.03,,
JOHN JAY HIGH SCHOOL332645,JOHN JAY HIGH SCHOOL,Cross River,New York,4.02,3.99,
JOHN MILLER GREAT NECK N HS332170,JOHN MILLER GREAT NECK N HS,Great Neck,New York,3.93,3.95,
JOHN P STEVENS HIGH SCHOOL310787,JOHN P STEVENS HIGH SCHOOL,Edison,New Jersey,3.9,4.06,4.18
JOHN PAUL II HIGH SCHOOL445578,JOHN PAUL II HIGH SCHOOL,Plano,Texas,3.83,3.93,
JOHN T HOGGARD HIGH SCHOOL344348,JOHN T HOGGARD HIGH SCHOOL,Wilmington,North Carolina,4.13,4.13,
JOHNS CREEK HIGH SCHOOL111866,JOHNS CREEK HIGH SCHOOL,Johns Creek,Georgia,4.05,4.12,
JOHNSTON HIGH SCHOOL162220,JOHNSTON HIGH SCHOOL,Johnston,Iowa,4.06,,
JONES COLLEGE PREP140905,JONES COLLEGE PREP,Chicago,Illinois,3.93,4.02,
JUAN DIEGO CATHOLIC HS450064,JUAN DIEGO CATHOLIC HS,Draper,Utah,4.08,4.12,
JUANITA HIGH SCHOOL480543,JUANITA HIGH SCHOOL,Kirkland,Washington,4.04,4.09,
JUDGE MEMORIAL HIGH SCHOOL450375,JUDGE MEMORIAL HIGH SCHOOL,Salt Lake City,Utah,3.8,3.93,
JUNEAU-DOUGLAS HIGH SCHOOL020055,JUNEAU-DOUGLAS HIGH SCHOOL,Juneau,Alaska,3.91,4.01,
JUSTICE HIGH SCHOOL470797,JUSTICE HIGH SCHOOL,Falls Church,Virginia,4.04,4,
KALAHEO HIGH SCHOOL120143,KALAHEO HIGH SCHOOL,Kailua,Hawaii,4.01,4.06,
KALANI HIGH SCHOOL120047,KALANI HIGH SCHOOL,Honolulu,Hawaii,4,4.05,
KAMEHAMEHA SCHOOLS HAWAII120169,KAMEHAMEHA SCHOOLS HAWAII,Keaau,Hawaii,3.64,,
KAMEHAMEHA SCHOOLS KAPALAMA120055,KAMEHAMEHA SCHOOLS KAPALAMA,Honolulu,Hawaii,3.74,3.83,
KAMIAK HIGH SCHOOL480758,KAMIAK HIGH SCHOOL,Mukilteo,Washington,4.01,4.06,
KAMIAKIN HIGH SCHOOL480524,KAMIAKIN HIGH SCHOOL,Kennewick,Washington,4.02,,
KAPAA HIGH SCHOOL120160,KAPAA HIGH SCHOOL,Kapaa,Hawaii,4.09,4.11,
KAPOLEI HIGH SCHOOL120161,KAPOLEI HIGH SCHOOL,Kapolei,Hawaii,4.14,4.14,
KAUAI HIGH SCHOOL120195,KAUAI HIGH SCHOOL,Lihue,Hawaii,3.9,3.86,
KEALAKEHE HIGH SCHOOL120174,KEALAKEHE HIGH SCHOOL,Kailua Kona,Hawaii,3.78,3.91,
KELLER HIGH SCHOOL443755,KELLER HIGH SCHOOL,Keller,Texas,3.89,4.03,
KENNESAW MOUNTAIN HIGH SCHOOL111739,KENNESAW MOUNTAIN HIGH SCHOOL,Kennesaw,Georgia,4.01,,
KENT DENVER SCHOOL060530,KENT DENVER SCHOOL,Englewood,Colorado,3.98,4.01,4.08
KENT PLACE SCHOOL311425,KENT PLACE SCHOOL,Summit,New Jersey,3.88,,
KENT-MERIDIAN HIGH SCHOOL480535,KENT-MERIDIAN HIGH SCHOOL,Kent,Washington,4.01,,
KENTLAKE HIGH SCHOOL480549,KENTLAKE HIGH SCHOOL,Kent,Washington,4.04,4.18,
KENTRIDGE SENIOR HIGH SCHOOL480536,KENTRIDGE SENIOR HIGH SCHOOL,Kent,Washington,4.15,4.23,
KENTWOOD SENIOR HIGH SCHOOL480539,KENTWOOD SENIOR HIGH SCHOOL,Covington,Washington,3.92,,
KENWOOD ACADEMY140917,KENWOOD ACADEMY,Chicago,Illinois,3.64,4.02,
KERR HIGH SCHOOL443372,KERR HIGH SCHOOL,Houston,Texas,4.09,,
KEYSTONE SCHOOL446158,KEYSTONE SCHOOL,San Antonio,Texas,4.07,4.09,
KIMBALL UNION ACADEMY300400,KIMBALL UNION ACADEMY,Meriden,New Hampshire,3.92,4.05,
KINDER HS PERFORM VISUAL ARTS443376,KINDER HS PERFORM VISUAL ARTS,Houston,Texas,3.89,3.99,
KING KEKAULIKE HIGH SCHOOL120218,KING KEKAULIKE HIGH SCHOOL,Makawao,Hawaii,4,4.03,
KINGS ACADEMY101821,KINGS ACADEMY,West Palm Beach,Florida,3.79,3.79,
KINGS HIGH SCHOOL481117,KINGS HIGH SCHOOL,Seattle,Washington,3.98,3.96,
KINGS PARK HIGH SCHOOL332695,KINGS PARK HIGH SCHOOL,Kings Park,New York,4.13,4.13,
KINGS RIDGE CHRISTIAN SCHOOL110059,KINGS RIDGE CHRISTIAN SCHOOL,Alpharetta,Georgia,3.4,,
KINGSWOOD-OXFORD SCHOOL070890,KINGSWOOD-OXFORD SCHOOL,West Hartford,Connecticut,3.84,,
KINGWOOD HIGH SCHOOL443863,KINGWOOD HIGH SCHOOL,Kingwood,Texas,3.93,,
KINKAID SCHOOL443390,KINKAID SCHOOL,Houston,Texas,4.03,4.07,
KISKI SCHOOL THE394365,KISKI SCHOOL THE,Saltsburg,Pennsylvania,3.57,3.58,
KLEIN COLLINS HIGH SCHOOL446693,KLEIN COLLINS HIGH SCHOOL,Spring,Texas,4.1,4.06,
KLEIN HIGH SCHOOL446690,KLEIN HIGH SCHOOL,Klein,Texas,4,4.05,
KLEIN OAK HIGH SCHOOL446691,KLEIN OAK HIGH SCHOOL,Spring,Texas,3.7,,
KNOX SCHOOL334995,KNOX SCHOOL,St James,New York,3.83,,
KONAWAENA HIGH SCHOOL120165,KONAWAENA HIGH SCHOOL,Kealakekua,Hawaii,3.87,3.87,
L C ANDERSON HIGH SCHOOL440294,L C ANDERSON HIGH SCHOOL,Austin,Texas,4.02,4.12,
L V HIGHTOWER HIGH SCHOOL446788,L V HIGHTOWER HIGH SCHOOL,Missouri City,Texas,4.11,,
LA CUEVA HIGH SCHOOL320038,LA CUEVA HIGH SCHOOL,Albuquerque,New Mexico,4.17,4.14,
LA LUMIERE SCHOOL151992,LA LUMIERE SCHOOL,La Porte,Indiana,3.91,3.95,3.93
LA PIETRA-HAWAII SCH FOR GIRLS120036,LA PIETRA-HAWAII SCH FOR GIRLS,Honolulu,Hawaii,3.99,4.04,
LA SALLE ACADEMY400160,LA SALLE ACADEMY,Providence,Rhode Island,3.82,,
LA SALLE CATHOLIC COLLEGE PREP380678,LA SALLE CATHOLIC COLLEGE PREP,Milwaukie,Oregon,3.99,3.99,
LA SALLE COLLEGE HIGH SCHOOL393370,LA SALLE COLLEGE HIGH SCHOOL,Wyndmoor,Pennsylvania,3.8,,
LADUE HORTON WATKINS HS262970,LADUE HORTON WATKINS HS,Saint Louis,Missouri,4.13,4.16,
LAFAYETTE HIGH SCHOOL260948,LAFAYETTE HIGH SCHOOL,Ballwin,Missouri,4.16,,
LAKE BRADDOCK SECONDARY SCHOOL470353,LAKE BRADDOCK SECONDARY SCHOOL,Burke,Virginia,3.88,3.97,
LAKE CENTRAL HIGH SCHOOL153112,LAKE CENTRAL HIGH SCHOOL,Saint John,Indiana,4,,
LAKE FOREST ACADEMY142525,LAKE FOREST ACADEMY,Lake Forest,Illinois,3.9,3.96,
LAKE FOREST HIGH SCHOOL142520,LAKE FOREST HIGH SCHOOL,Lake Forest,Illinois,3.96,4.04,
LAKE HAVASU HIGH SCHOOL030183,LAKE HAVASU HIGH SCHOOL,Lake Havasu City,Arizona,3.94,,
LAKE HIGHLAND PREPARATORY SCHO101294,LAKE HIGHLAND PREPARATORY SCHO,Orlando,Florida,4.08,4.04,
LAKE HIGHLANDS HIGH SCHOOL441758,LAKE HIGHLANDS HIGH SCHOOL,Dallas,Texas,4.15,4.15,
LAKE MARY PREPARATORY SCHOOL100881,LAKE MARY PREPARATORY SCHOOL,Lake Mary,Florida,3.82,3.76,3.83
LAKE OSWEGO HIGH SCHOOL380795,LAKE OSWEGO HIGH SCHOOL,Lake Oswego,Oregon,3.98,4,4.01
LAKE PARK HS-DISTRICT 108142852,LAKE PARK HS-DISTRICT 108,Roselle,Illinois,3.81,,
LAKE RIDGE ACADEMY363857,LAKE RIDGE ACADEMY,North Ridgeville,Ohio,3.71,,
LAKE STEVENS HIGH SCHOOL480585,LAKE STEVENS HIGH SCHOOL,Lake Stevens,Washington,3.97,,
LAKE TRAVIS HIGH SCHOOL440311,LAKE TRAVIS HIGH SCHOOL,Austin,Texas,3.96,3.99,
LAKE WASHINGTON HIGH SCHOOL480545,LAKE WASHINGTON HIGH SCHOOL,Kirkland,Washington,3.88,3.97,
LAKE ZURICH SENIOR HIGH SCHOOL142530,LAKE ZURICH SENIOR HIGH SCHOOL,Lake Zurich,Illinois,4.16,4.26,
LAKERIDGE HIGH SCHOOL380573,LAKERIDGE HIGH SCHOOL,Lake Oswego,Oregon,4.06,4.08,4.18
LAKESIDE HIGH SCHOOL110184,LAKESIDE HIGH SCHOOL,Atlanta,Georgia,3.96,4.03,
LAKESIDE SCHOOL481120,LAKESIDE SCHOOL,Seattle,Washington,3.87,3.86,
LAKEVILLE SOUTH HIGH SCHOOL241326,LAKEVILLE SOUTH HIGH SCHOOL,Lakeville,Minnesota,4.21,,
LAKEWOOD HIGH SCHOOL060885,LAKEWOOD HIGH SCHOOL,Lakewood,Colorado,3.98,3.99,4.08
LAMBERT HIGH SCHOOL110927,LAMBERT HIGH SCHOOL,Suwanee,Georgia,4.04,4.01,4.02
LAMP HIGH SCHOOL011896,LAMP HIGH SCHOOL,Montgomery,Alabama,4.14,,
LANCASTER CATHOLIC HIGH SCHOOL392100,LANCASTER CATHOLIC HIGH SCHOOL,Lancaster,Pennsylvania,3.31,3.41,
LANCASTER MENNONITE SCHOOL392120,LANCASTER MENNONITE SCHOOL,Lancaster,Pennsylvania,3.9,3.98,3.98
LANDMARK CHRISTIAN SCHOOL111273,LANDMARK CHRISTIAN SCHOOL,Fairburn,Georgia,3.92,3.9,
LANE TECHNICAL HIGH SCHOOL140640,LANE TECHNICAL HIGH SCHOOL,Chicago,Illinois,3.86,3.94,
LANGHAM CREEK HIGH SCHOOL443424,LANGHAM CREEK HIGH SCHOOL,Houston,Texas,4.08,,
LANGLEY HIGH SCHOOL471393,LANGLEY HIGH SCHOOL,Mclean,Virginia,3.88,3.86,3.87
LANSDALE CATHOLIC HIGH SCHOOL392150,LANSDALE CATHOLIC HIGH SCHOOL,Lansdale,Pennsylvania,3.47,3.63,
LARAMIE HIGH SCHOOL510240,LARAMIE HIGH SCHOOL,Laramie,Wyoming,4.32,,
LAS VEGAS ACADEMY OF THE ARTS290119,LAS VEGAS ACADEMY OF THE ARTS,Las Vegas,Nevada,3.93,4.04,4.04
LAS VEGAS HIGH SCHOOL290100,LAS VEGAS HIGH SCHOOL,Las Vegas,Nevada,3.41,,
LASSITER HIGH SCHOOL111983,LASSITER HIGH SCHOOL,Marietta,Georgia,3.86,3.98,
LATIN SCHOOL OF CHICAGO140935,LATIN SCHOOL OF CHICAGO,Chicago,Illinois,3.68,3.8,
LAUSANNE COLLEGIATE SCHOOL431435,LAUSANNE COLLEGIATE SCHOOL,Memphis,Tennessee,4.15,4.25,
LAWRENCE ACADEMY220940,LAWRENCE ACADEMY,Groton,Massachusetts,3.63,,
LAWRENCE FREE STATE HS171691,LAWRENCE FREE STATE HS,Lawrence,Kansas,3.88,,
LAWRENCEVILLE SCHOOL310680,LAWRENCEVILLE SCHOOL,Lawrenceville,New Jersey,3.79,3.86,
LAWTON CHILES HIGH SCHOOL101654,LAWTON CHILES HIGH SCHOOL,Tallahassee,Florida,4.15,4.15,
LE JARDIN ACADEMY120139,LE JARDIN ACADEMY,Kailua,Hawaii,3.87,4,
LEANDER HIGH SCHOOL444095,LEANDER HIGH SCHOOL,Leander,Texas,4.13,,
LEBANON TRAIL HIGH SCHOOL440001,LEBANON TRAIL HIGH SCHOOL,Frisco,Texas,4.01,3.99,
LEGACY HIGH SCHOOL060163,LEGACY HIGH SCHOOL,Broomfield,Colorado,4.02,4.16,
LEGEND HIGH SCHOOL061159,LEGEND HIGH SCHOOL,Parker,Colorado,4.06,4.03,
LEMAN MANHATTAN PREPARATORY333522,LEMAN MANHATTAN PREPARATORY,New York,New York,3.79,3.8,
LENAPE HIGH SCHOOL310762,LENAPE HIGH SCHOOL,Medford,New Jersey,4.05,,
LEON HIGH SCHOOL101665,LEON HIGH SCHOOL,Tallahassee,Florida,3.86,4.08,
LEONIA HIGH SCHOOL310690,LEONIA HIGH SCHOOL,Leonia,New Jersey,3.66,3.83,
LEWIS AND CLARK HIGH SCHOOL481265,LEWIS AND CLARK HIGH SCHOOL,Spokane,Washington,4.2,4.21,
LEXINGTON CATHOLIC HIGH SCHOOL181435,LEXINGTON CATHOLIC HIGH SCHOOL,Lexington,Kentucky,3.85,,
LEXINGTON CHRISTIAN ACADEMY220495,LEXINGTON CHRISTIAN ACADEMY,Lexington,Massachusetts,4.01,3.92,
LEXINGTON HIGH SCHOOL221190,LEXINGTON HIGH SCHOOL,Lexington,Massachusetts,3.92,3.95,4.1
LIBERAL ARTS & SCIENCE ACAD HS440069,LIBERAL ARTS & SCIENCE ACAD HS,Austin,Texas,3.95,4,3.99
LIBERTY CHRISTIAN ACADEMY471302,LIBERTY CHRISTIAN ACADEMY,Lynchburg,Virginia,3.45,3.46,
LIBERTY CHRISTIAN SCHOOL441953,LIBERTY CHRISTIAN SCHOOL,Argyle,Texas,3.63,3.63,
LIBERTY HIGH SCHOOL030208,LIBERTY HIGH SCHOOL,Peoria,Arizona,3.85,,
LIBERTY HIGH SCHOOL445579,LIBERTY HIGH SCHOOL,Frisco,Texas,4,4.05,4.12
LIBERTY HIGH SCHOOL480502,LIBERTY HIGH SCHOOL,Renton,Washington,3.89,4.07,
LIBERTYVILLE HIGH SCHOOL142620,LIBERTYVILLE HIGH SCHOOL,Libertyville,Illinois,4.04,4.13,
LINCOLN EAST HIGH SCHOOL281303,LINCOLN EAST HIGH SCHOOL,Lincoln,Nebraska,4.1,4.15,
LINCOLN HIGH SCHOOL380900,LINCOLN HIGH SCHOOL,Portland,Oregon,3.95,4.02,3.98
LINCOLN HIGH SCHOOL481385,LINCOLN HIGH SCHOOL,Tacoma,Washington,3.88,,
LINCOLN PARK HIGH SCHOOL141100,LINCOLN PARK HIGH SCHOOL,Chicago,Illinois,3.81,4.13,
LINCOLN SOUTHWEST HIGH SCHOOL281309,LINCOLN SOUTHWEST HIGH SCHOOL,Lincoln,Nebraska,3.84,,
LINCOLN-SUDBURY REGIONAL HS222088,LINCOLN-SUDBURY REGIONAL HS,Sudbury,Massachusetts,3.83,3.82,3.83
LINCOLN-WAY EAST HIGH SCHOOL141948,LINCOLN-WAY EAST HIGH SCHOOL,Frankfort,Illinois,3.99,,
LINCOLN-WAY WEST HIGH SCHOOL143171,LINCOLN-WAY WEST HIGH SCHOOL,New Lenox,Illinois,4.25,,
LINDBLOM MATH AND SCIENCE ACAD141122,LINDBLOM MATH AND SCIENCE ACAD,Chicago,Illinois,3.53,3.79,
LINDEN HALL SCHOOL FOR GIRLS392295,LINDEN HALL SCHOOL FOR GIRLS,Lititz,Pennsylvania,3.46,3.52,
LINSLY SCHOOL491410,LINSLY SCHOOL,Wheeling,West Virginia,4.15,4.2,
LIPSCOMB ACADEMY431655,LIPSCOMB ACADEMY,Nashville,Tennessee,4.08,4.08,
LISLE HIGH SCHOOL142628,LISLE HIGH SCHOOL,Lisle,Illinois,3.67,,
LITTLETON HIGH SCHOOL221195,LITTLETON HIGH SCHOOL,Littleton,Massachusetts,3.9,,
LIVINGSTON HIGH SCHOOL310705,LIVINGSTON HIGH SCHOOL,Livingston,New Jersey,3.92,3.98,
LLOYD V BERKNER HIGH SCHOOL445841,LLOYD V BERKNER HIGH SCHOOL,Richardson,Texas,3.76,,
LOCKPORT TOWNSHIP HIGH SCHOOL142655,LOCKPORT TOWNSHIP HIGH SCHOOL,Lockport,Illinois,3.85,,
LONE PEAK HIGH SCHOOL450129,LONE PEAK HIGH SCHOOL,Highland,Utah,3.83,,
LONG BEACH SENIOR HIGH SCHOOL332885,LONG BEACH SENIOR HIGH SCHOOL,Lido Beach,New York,3.89,3.94,
LONG ISLAND LUTHERAN MIDDLE-HS332101,LONG ISLAND LUTHERAN MIDDLE-HS,Glen Head,New York,3.63,3.67,3.52
LONGMEADOW HIGH SCHOOL221198,LONGMEADOW HIGH SCHOOL,Longmeadow,Massachusetts,3.98,3.98,
LONGMONT HIGH SCHOOL060935,LONGMONT HIGH SCHOOL,Longmont,Colorado,4.01,4.07,
LOOMIS-CHAFFEE SCHOOL070945,LOOMIS-CHAFFEE SCHOOL,Windsor,Connecticut,4,4.06,
LOS ALAMOS HIGH SCHOOL320405,LOS ALAMOS HIGH SCHOOL,Los Alamos,New Mexico,4.03,4.19,4.23
LOUIS D BRANDEIS HIGH SCHOOL446254,LOUIS D BRANDEIS HIGH SCHOOL,San Antonio,Texas,4.19,4.21,
